"title","totalScore","reviewsCount","street","city","state","countryCode","website","phone","categoryName","url"
"Cukrárna – kavárna Studánka","4.4","30","3, Na Zderaze 1947","Nové Město",,"CZ","http://www.cukrarna-studanka.cz/","+420 224 923 916","Cukrárna","https://www.google.com/maps/place/Cukr%C3%A1rna+%E2%80%93+kav%C3%A1rna+Stud%C3%A1nka/@50.0761356,14.4163302,17z/data=!3m1!4b1!4m6!3m5!1s0x470b94f6ad096ddf:0x3fc4ae828beb4050!8m2!3d50.0761356!4d14.4163302!16s%2Fg%2F1thtbvsq?hl=cs&entry=ttu"
"Cukrárna Fanynka","4.2","92","Hábova 2345/7","Praha 13-Stodůlky",,"CZ",,"+420 739 323 948","Cukrárna","https://www.google.com/maps/place/Cukr%C3%A1rna+Fanynka/@50.0466104,14.3106041,17z/data=!3m1!4b1!4m6!3m5!1s0x470bbe068bdbc91f:0x87a6a7d73ab0460c!8m2!3d50.0466104!4d14.3106041!16s%2Fg%2F11c5xt1lcg?hl=cs&entry=ttu"
"Italská cukrárna Amarena","3.6","10","Roztylská 2232/17","Praha 11-Chodov",,"CZ","http://www.cukrarnaamarena.cz/","+420 774 577 857","Cukrárna","https://www.google.com/maps/place/Italsk%C3%A1+cukr%C3%A1rna+Amarena/@50.0310942,14.4903543,17z/data=!3m1!4b1!4m6!3m5!1s0x470b932d956762d5:0x29ebc1ca08ca5bc!8m2!3d50.0310942!4d14.4903543!16s%2Fg%2F11h5vk1pmn?hl=cs&entry=ttu"
"Cukrárna U knoflíčků","4.4","653","Újezd 412","Malá Strana",,"CZ","http://www.uknoflicku.cz/","+420 777 235 139","Prodejna zákusků","https://www.google.com/maps/place/Cukr%C3%A1rna+U+knofl%C3%AD%C4%8Dk%C5%AF/@50.0826389,14.4042873,17z/data=!3m1!4b1!4m6!3m5!1s0x470b94fcb69b9377:0x16e8b135e44ed30a!8m2!3d50.0826389!4d14.4042873!16s%2Fg%2F1tlw7svf?hl=cs&entry=ttu"
"Cukrárna Pod Marjánkou","4.8","27","Bělohorská 1393/44","Praha 6-Břevnov",,"CZ",,"+420 704 407 363","Cukrárna","https://www.google.com/maps/place/Cukr%C3%A1rna+Pod+Marj%C3%A1nkou/@50.0848914,14.3767403,17z/data=!3m1!4b1!4m6!3m5!1s0x470b956fd942b2f3:0x7068a9fa663a3a5!8m2!3d50.0848914!4d14.3767403!16s%2Fg%2F11hyxqk949?hl=cs&entry=ttu"
"Cukrárna Ledo - Novotný J.","3.8","5","Dunovského 178","Praha 11-Chodov",,"CZ",,"+420 267 913 395","Prodejna zákusků","https://www.google.com/maps/place/Cukr%C3%A1rna+Ledo+-+Novotn%C3%BD+J./@50.0340281,14.5032349,17z/data=!3m1!4b1!4m6!3m5!1s0x470b923734dcafa1:0x9974feb531536fae!8m2!3d50.0340281!4d14.5032349!16s%2Fg%2F1vbnn375?hl=cs&entry=ttu"
"Domácí dezerty","5","11","Květoslavova 241/13","Praha-Dubeč",,"CZ","https://www.domacidezerty.cz/","+420 773 266 991","Pečení svatebního cukroví","https://www.google.com/maps/place/Dom%C3%A1c%C3%AD+dezerty/@50.059263,14.5846986,17z/data=!3m1!4b1!4m6!3m5!1s0x470b8d4f26767611:0x98b442a546581a18!8m2!3d50.059263!4d14.5846986!16s%2Fg%2F11n5n3ntyg?hl=cs&entry=ttu"
"Cukrarna Bruno","4","198","Bělohorská 250","Praha 6-Břevnov",,"CZ","http://www.cukrarnabruno.cz/","+420 774 055 042","Kavárna / Čajovna","https://www.google.com/maps/place/Cukrarna+Bruno/@50.0837792,14.3720962,17z/data=!3m1!4b1!4m6!3m5!1s0x470b950ce61a4e67:0xa2fa3253500291b5!8m2!3d50.0837792!4d14.3720962!16s%2Fg%2F11csrqk0jv?hl=cs&entry=ttu"
"Zelenkova cukrárna","4.4","43","Topolová 2915","Praha 10",,"CZ",,"+420 702 088 384","Prodej zmrzliny","https://www.google.com/maps/place/Zelenkova+cukr%C3%A1rna/@50.056555,14.5077058,17z/data=!3m1!4b1!4m6!3m5!1s0x470b932d44c52aef:0xab09932d2a23921a!8m2!3d50.056555!4d14.5077058!16s%2Fg%2F11kc7lgwlt?hl=cs&entry=ttu"
"Ovocný Světozor","3.5","48","Plzeňská 8","Praha 5-Anděl",,"CZ","http://ovocnysvetozor.cz/","+420 778 444 124","Cukrárna","https://www.google.com/maps/place/Ovocn%C3%BD+Sv%C4%9Btozor/@50.0722406,14.4022645,17z/data=!3m1!4b1!4m6!3m5!1s0x470b95ef9b8a7ad9:0xb10276ffbcbd898d!8m2!3d50.0722406!4d14.4022645!16s%2Fg%2F11pxlvjhtz?hl=cs&entry=ttu"
"Cukrárna - Kavárna Adélka","4.6","64","Matúškova 831/1","Praha 11-Háje",,"CZ","https://www.cukrarnakavarnaadelka.cz/","+420 608 309 579","Kavárna / Čajovna","https://www.google.com/maps/place/Cukr%C3%A1rna+-+Kav%C3%A1rna+Ad%C3%A9lka/@50.0374882,14.515467,17z/data=!3m1!4b1!4m6!3m5!1s0x470b934323b1b835:0xa2d14c5f2f4b3301!8m2!3d50.0374882!4d14.515467!16s%2Fg%2F11k_3qcyqq?hl=cs&entry=ttu"
"Cukrárna Hájek & Hájková s.r.o.","4","1473","32, Nádražní 762","Praha 5-Smíchov",,"CZ","http://www.cukrarna-hajek-hajkova.cz/","+420 730 150 839","Prodejna zákusků","https://www.google.com/maps/place/Cukr%C3%A1rna+H%C3%A1jek+%26+H%C3%A1jkov%C3%A1+s.r.o./@50.0617213,14.4094364,17z/data=!3m1!4b1!4m6!3m5!1s0x470b94579deef899:0x368a9c3216b7f52a!8m2!3d50.0617213!4d14.4094364!16s%2Fg%2F1hc3lmx0r?hl=cs&entry=ttu"
"CUKRÁRNA Brodského","4.8","42","Brodského 1673/13","Praha 11-Chodov",,"CZ","https://www.firmy.cz/detail/13220484-cukrarna-brodskeho-praha-chodov.html","+420 222 985 415","Prodejna zákusků","https://www.google.com/maps/place/CUKR%C3%81RNA+Brodsk%C3%A9ho/@50.0378308,14.5041452,17z/data=!3m1!4b1!4m6!3m5!1s0x470b9237c8669673:0xddf20e1ad2479d92!8m2!3d50.0378308!4d14.5041452!16s%2Fg%2F11gb3z3562?hl=cs&entry=ttu"
"Cukrárna Emilly","4.6","27","Bělohorská 134","Praha 6-Břevnov",,"CZ",,"+420 220 511 205","Cukrárna","https://www.google.com/maps/place/Cukr%C3%A1rna+Emilly/@50.0839141,14.3634034,17z/data=!3m1!4b1!4m6!3m5!1s0x470b9573e5f6b84f:0x7943514322c60649!8m2!3d50.0839141!4d14.3634034!16s%2Fg%2F11g0zx66wp?hl=cs&entry=ttu"
"Cukrárna Bruno","1","3","Bělohorská 2428/205","Praha 6",,"CZ",,,"Prodejna zákusků","https://www.google.com/maps/place/Cukr%C3%A1rna+Bruno/@50.0773286,14.339479,17z/data=!3m1!4b1!4m6!3m5!1s0x470b951561e75069:0xd529963ec707874c!8m2!3d50.0773286!4d14.339479!16s%2Fg%2F11shp0nx0n?hl=cs&entry=ttu"
"Cukrárna Bany","4.7","94","OC Park Hostivař, Švehlova 1391","Praha 15",,"CZ","http://www.parkhostivar.cz/obchod/cukrarna-bany","+420 602 287 475","Cukrárna","https://www.google.com/maps/place/Cukr%C3%A1rna+Bany/@50.053469,14.5176387,17z/data=!3m1!4b1!4m6!3m5!1s0x470b92598e653c9d:0x58d839f36460bf01!8m2!3d50.053469!4d14.5176387!16s%2Fg%2F11bxfwn9r9?hl=cs&entry=ttu"
"Italská cukrárna Amarena","4.1","42","Plzeňská 5/8","Praha 5-Anděl",,"CZ","http://cukrarna-amarena.cz/","+420 775 008 090","Cukrárna","https://www.google.com/maps/place/Italsk%C3%A1+cukr%C3%A1rna+Amarena/@50.0723936,14.4030815,17z/data=!3m1!4b1!4m6!3m5!1s0x470b945625d8d201:0x15c86b2aead68388!8m2!3d50.0723936!4d14.4030815!16s%2Fg%2F1ptvrkxr_?hl=cs&entry=ttu"
"Cukrárna","4.5","29","Vajdova 1047","Praha 15-Hostivař",,"CZ",,"+420 272 924 383","Cukrárna","https://www.google.com/maps/place/Cukr%C3%A1rna/@50.047416,14.5201962,17z/data=!3m1!4b1!4m6!3m5!1s0x470b925cad3a8451:0x48fe384aca9e46d0!8m2!3d50.047416!4d14.5201962!16s%2Fg%2F11dflk1vn6?hl=cs&entry=ttu"
"Cukrářství Hostivař","4.5","101","Pražská 7/11","Praha 15-Hostivař",,"CZ","https://www.cukrarstvi-hostivar.cz/","+420 604 332 332","Cukrárna","https://www.google.com/maps/place/Cukr%C3%A1%C5%99stv%C3%AD+Hostiva%C5%99/@50.0511866,14.5232298,17z/data=!3m1!4b1!4m6!3m5!1s0x470b93ef13900ef3:0xcc10e2fda5c6ce32!8m2!3d50.0511866!4d14.5232298!16s%2Fg%2F11fk1j1tw7?hl=cs&entry=ttu"
"Zámecká cukrárna","4.5","67","Slivenecká 77/1","Praha 5",,"CZ","https://www.cukrarnahlubocepy.cz/","+420 606 519 478","Kavárna","https://www.google.com/maps/place/Z%C3%A1meck%C3%A1+cukr%C3%A1rna/@50.0411736,14.3940996,17z/data=!3m1!4b1!4m6!3m5!1s0x470b955e5895460f:0xafbafa77e43a97e2!8m2!3d50.0411736!4d14.3940996!16s%2Fg%2F11hfsc69fb?hl=cs&entry=ttu"
"Cukrárna s kavárnou Domácí Dezerty","4.9","11","Proutěná 427/28","Praha-Újezd",,"CZ","http://domacidezerty.cz/","+420 776 177 880","Prodej zmrzliny","https://www.google.com/maps/place/Cukr%C3%A1rna+s+kav%C3%A1rnou+Dom%C3%A1c%C3%AD+Dezerty/@50.0224626,14.5252318,17z/data=!3m1!4b1!4m6!3m5!1s0x470b93dabd11de9b:0x90b0e4f999f4da35!8m2!3d50.0224626!4d14.5252318!16s%2Fg%2F11t_ky110d?hl=cs&entry=ttu"
"La Zmrzka Nové Butovice","4.6","90","Petržílkova 2835","Praha 13",,"CZ","http://lazmrzka.cz/","+420 725 726 727","Prodej zmrzliny","https://www.google.com/maps/place/La+Zmrzka+Nov%C3%A9+Butovice/@50.0513138,14.3492698,17z/data=!3m1!4b1!4m6!3m5!1s0x470b957cfddce2e9:0xa709e08d396899e7!8m2!3d50.0513138!4d14.3492698!16s%2Fg%2F11jpqn7pb_?hl=cs&entry=ttu"
"V sedmém nebi","4.4","107","Hostivařská 22","Praha 15",,"CZ","https://m.facebook.com/Cukr%C3%A1rna-V-sedm%C3%A9m-nebi-639506186152110/#!/Cukr%C3%A1rna-V-sedm%C3%A9m-nebi-639506186152110/","+420 604 215 191","Cukrárna","https://www.google.com/maps/place/V+sedm%C3%A9m+nebi/@50.0520929,14.5284265,17z/data=!3m1!4b1!4m6!3m5!1s0x470b925e0572f9fd:0xeaef933e3aa30e3a!8m2!3d50.0520929!4d14.5284265!16s%2Fg%2F11cn9dj0gj?hl=cs&entry=ttu"
"Cukrárna Malvazinky (Snídejte Šampaňské)","4.3","135","Xaveriova 1941/56","Praha 5",,"CZ",,"+420 777 242 942","Prodejna zákusků","https://www.google.com/maps/place/Cukr%C3%A1rna+Malvazinky+(Sn%C3%ADdejte+%C5%A0ampa%C5%88sk%C3%A9)/@50.0629746,14.3899874,17z/data=!3m1!4b1!4m6!3m5!1s0x470b944d42168fdf:0xbee0e285f1aec38c!8m2!3d50.0629746!4d14.3899874!16s%2Fg%2F1pp2x8lgx?hl=cs&entry=ttu"
"Cukrárna Amarilis Háje","4.3","538","Arkalycká 757","Praha 11-Háje",,"CZ","http://www.amarilis.cz/","+420 272 941 898","Cukrárna","https://www.google.com/maps/place/Cukr%C3%A1rna+Amarilis+H%C3%A1je/@50.0318583,14.5288848,17z/data=!3m1!4b1!4m6!3m5!1s0x470b9213ca45cb53:0xd0a476d6e8656f74!8m2!3d50.0318583!4d14.5288848!16s%2Fg%2F11gzp15j5?hl=cs&entry=ttu"
"cukrárna Věrka - cukrárna s tradicí","4.7","94","8, Křešínská 131","Praha 22",,"CZ",,"+420 267 710 188","Cukrárna","https://www.google.com/maps/place/cukr%C3%A1rna+V%C4%9Brka+-+cukr%C3%A1rna+s+tradic%C3%AD/@50.0318003,14.5981323,17z/data=!3m1!4b1!4m6!3m5!1s0x470b8db6b19bae3b:0xb1bc88f101de7f3a!8m2!3d50.0318003!4d14.5981323!16s%2Fg%2F1hc6q42dl?hl=cs&entry=ttu"
"Bertíkova cukrárna Praha 10","3.1","26","Hornoměcholupská 763/10","Praha 15-Hostivař",,"CZ","http://bertikovacukrarna.cz/","+420 733 144 311","Cukrárna","https://www.google.com/maps/place/Bert%C3%ADkova+cukr%C3%A1rna+Praha+10/@50.0442471,14.5689524,17z/data=!3m1!4b1!4m6!3m5!1s0x470b9260c8c2ebeb:0x14f72c478feae523!8m2!3d50.0442471!4d14.5689524!16s%2Fg%2F11c5sv_ff_?hl=cs&entry=ttu"
"CUKRÁRNA HÁJEK&HÁJKOVÁ OC GALERIE NOVÉ BUTOVICE ( přízemí galerie )","3.9","10","Radlická 520/117","Praha 5-Jinonice",,"CZ","http://www.cukrarna-hajek-hajkova.cz/","+420 703 143 501","Cukrárna","https://www.google.com/maps/place/CUKR%C3%81RNA+H%C3%81JEK%26H%C3%81JKOV%C3%81+OC+GALERIE+NOV%C3%89+BUTOVICE+(+p%C5%99%C3%ADzem%C3%AD+galerie+)/@50.0476058,14.3537456,17z/data=!3m1!4b1!4m6!3m5!1s0x470b952fe239eb3d:0xcee2db3b821077a1!8m2!3d50.0476058!4d14.3537456!16s%2Fg%2F11swv98th1?hl=cs&entry=ttu"
"Pekárna-Cukrárna Ječmínek","3.3","3","Metro Nové Butovice vestibul metra, autob.nádr. 158 00","Praha 13",,"CZ",,,"Pekařství","https://www.google.com/maps/place/Pek%C3%A1rna-Cukr%C3%A1rna+Je%C4%8Dm%C3%ADnek/@50.0507692,14.3509213,17z/data=!3m1!4b1!4m6!3m5!1s0x470b954fadfea8b7:0xf94e50e4eb00170f!8m2!3d50.0507692!4d14.3509213!16s%2Fg%2F11gy07vx01?hl=cs&entry=ttu"
"Cukrárna Paraplíčko","3.9","9","Morseova 253","Praha-Petrovice",,"CZ","https://m.facebook.com/pages/Cukr%C3%A1rna-Parapl%C3%AD%C4%8Dko/153189688073768#!/pages/Cukr%C3%A1rna-Parapl%C3%AD%C4%8Dko/153189688073768","+420 274 867 374","Kavárna / Čajovna","https://www.google.com/maps/place/Cukr%C3%A1rna+Parapl%C3%AD%C4%8Dko/@50.0357361,14.5580854,17z/data=!3m1!4b1!4m6!3m5!1s0x470b8d8c7247fe41:0x5676169b077e861c!8m2!3d50.0357361!4d14.5580854!16s%2Fg%2F11b6v9b6bp?hl=cs&entry=ttu"
"Zelenkova cukrárna","4","114","Veronské nám. 403","Praha 15",,"CZ","http://www.zelenkovacukrarna.cz/","+420 702 088 383","Cukrárna","https://www.google.com/maps/place/Zelenkova+cukr%C3%A1rna/@50.0408642,14.5593564,17z/data=!3m1!4b1!4m6!3m5!1s0x470b8d88c512a877:0xc2fb2302db3bfa16!8m2!3d50.0408642!4d14.5593564!16s%2Fg%2F1pp2x7ys2?hl=cs&entry=ttu"
"Jsem Cukrář",,"0","Ovčí hájek 2","Praha 13",,"CZ",,"+420 725 766 395","Cukrárna","https://www.google.com/maps/place/Jsem+Cukr%C3%A1%C5%99/@50.0500151,14.349282,17z/data=!3m1!4b1!4m6!3m5!1s0x470b95b7a0bf30c7:0x47f744b4d3d63d3b!8m2!3d50.0500151!4d14.349282!16s%2Fg%2F11n5wp1sq9?hl=cs&entry=ttu"
"Dorty a Dortiky","4.3","22","Ovčí hájek 2153/2","Praha 13-Stodůlky",,"CZ","http://www.dortyadortiky.cz/","+420 725 766 395","Cukrárna","https://www.google.com/maps/place/Dorty+a+Dortiky/@50.049832,14.3494099,17z/data=!3m1!4b1!4m6!3m5!1s0x470b95e844d770a3:0x1862a83b3de71eb6!8m2!3d50.049832!4d14.3494099!16s%2Fg%2F11gdsfvsbq?hl=cs&entry=ttu"
"Zavalianis Sweet","4.7","406","62, Musílkova 335","Praha 5",,"CZ","http://www.zavalianissweet.cz/","+420 725 860 351","Cukrárna","https://www.google.com/maps/place/Zavalianis+Sweet/@50.0676494,14.3666353,17z/data=!3m1!4b1!4m6!3m5!1s0x470b95a33900728f:0xcc3ca0fa4ca9b86b!8m2!3d50.0676494!4d14.3666353!16s%2Fg%2F11b76vycnx?hl=cs&entry=ttu"
"Cukrárna Hájek & Hájková","3.8","241","15, Petržílkova 2583","Praha 13",,"CZ","http://www.cukrarna-hajek-hajkova.cz/","+420 730 150 840","Cukrárna","https://www.google.com/maps/place/Cukr%C3%A1rna+H%C3%A1jek+%26+H%C3%A1jkov%C3%A1/@50.0503871,14.3453691,17z/data=!3m1!4b1!4m6!3m5!1s0x470b95ef2c84c2f3:0xf83cf6ab8b42fe04!8m2!3d50.0503871!4d14.3453691!16s%2Fg%2F11bc7p20zq?hl=cs&entry=ttu"
"Sladká Pohotovost","4.6","36","Hábova 2345/7","Praha 13-Stodůlky",,"CZ","https://www.sladkapohotovost.cz/","+420 739 323 948","Cukrárna","https://www.google.com/maps/place/Sladk%C3%A1+Pohotovost/@50.0466052,14.3107516,17z/data=!3m1!4b1!4m6!3m5!1s0x470bbe068c155555:0x4bd7553460b3912f!8m2!3d50.0466052!4d14.3107516!16s%2Fg%2F11hsk3yhcw?hl=cs&entry=ttu"
"La Zmrzka Stodůlky","4.6","438","Náměstí Junkových 2870/3","Praha 13",,"CZ","http://lazmrzka.cz/","+420 725 726 727","Prodej zmrzliny","https://www.google.com/maps/place/La+Zmrzka+Stod%C5%AFlky/@50.0462191,14.3037666,17z/data=!3m1!4b1!4m6!3m5!1s0x470bbe08f6b5e831:0xaef1a0b26c88514e!8m2!3d50.0462191!4d14.3037666!16s%2Fg%2F11df7jy8hh?hl=cs&entry=ttu"
"Ovocný Světozor","4.4","726","Plzeňská 1234/279","Praha 13-Stodůlky",,"CZ","https://www.ovocnysvetozor.cz/","+420 774 444 868","Cukrárna","https://www.google.com/maps/place/Ovocn%C3%BD+Sv%C4%9Btozor/@50.0627881,14.3142642,17z/data=!3m1!4b1!4m6!3m5!1s0x470bbe17fdacebbd:0x2260f5a7bb7cd98e!8m2!3d50.0627881!4d14.3142642!16s%2Fg%2F11f3vdg47_?hl=cs&entry=ttu"
"Ovocný Světozor","4.5","707","15, Havlíčkova 1682","Nové Město",,"CZ","http://www.ovocnysvetozor.cz/","+420 774 444 873","Cukrárna","https://www.google.com/maps/place/Ovocn%C3%BD+Sv%C4%9Btozor/@50.0893259,14.432248,17z/data=!3m1!4b1!4m6!3m5!1s0x470b94955001a161:0x62de9eee8308a9be!8m2!3d50.0893259!4d14.432248!16s%2Fg%2F1tpljfzh?hl=cs&entry=ttu"
"Cukrář Skála","4.7","798","V Celnici 1034/6","Nové Město",,"CZ","http://www.cukrarskala.cz/","+420 220 199 381","Cukrárna","https://www.google.com/maps/place/Cukr%C3%A1%C5%99+Sk%C3%A1la/@50.08784,14.4308377,17z/data=!3m1!4b1!4m6!3m5!1s0x470b94952d448a37:0x7ee594b941c6f7f4!8m2!3d50.08784!4d14.4308377!16s%2Fg%2F11f3bnk7yx?hl=cs&entry=ttu"
"Ovocný Světozor","4.5","2324","Vodičkova 39","Nové Město",,"CZ","http://www.ovocnysvetozor.cz/","+420 774 444 874","Prodejna zákusků","https://www.google.com/maps/place/Ovocn%C3%BD+Sv%C4%9Btozor/@50.0818334,14.4249549,17z/data=!3m1!4b1!4m6!3m5!1s0x470b94ed6b2b4901:0x903a72560e94902f!8m2!3d50.0818334!4d14.4249549!16s%2Fg%2F1tg_drxp?hl=cs&entry=ttu"
"Pekárna a Cukrárna Václav Kotyza","4.7","3","Katovická 411","Praha 8-Bohnice",,"CZ",,,"Kavárna","https://www.google.com/maps/place/Pek%C3%A1rna+a+Cukr%C3%A1rna+V%C3%A1clav+Kotyza/@50.1314327,14.4240534,17z/data=!3m1!4b1!4m6!3m5!1s0x470bebf9a66653ed:0x209fac960540d64f!8m2!3d50.1314327!4d14.4240534!16s%2Fg%2F11p0vr_chk?hl=cs&entry=ttu"
"Karlovarské cukrářství","5","19","Hlaváčova 12","Praha 8-Kobylisy",,"CZ","https://www.karlovarskecukrarstvi.cz/","+420 723 726 644","Cukrárna","https://www.google.com/maps/place/Karlovarsk%C3%A9+cukr%C3%A1%C5%99stv%C3%AD/@50.1291141,14.4702717,17z/data=!3m1!4b1!4m6!3m5!1s0x470beb67a7876a7d:0x77f306be40317fa1!8m2!3d50.1291141!4d14.4702717!16s%2Fg%2F11gh2vqy75?hl=cs&entry=ttu"
"Cukrárna Hájek&Hájková","4.4","38","Střelničná 1660","Praha 8",,"CZ","http://www.cukrarna-hajek-hajkova.cz/","+420 773 704 324","Cukrárna","https://www.google.com/maps/place/Cukr%C3%A1rna+H%C3%A1jek%26H%C3%A1jkov%C3%A1/@50.1272151,14.4692717,17z/data=!3m1!4b1!4m6!3m5!1s0x470beb9d5bfabbdb:0x37bb7951b91026b7!8m2!3d50.1272151!4d14.4692717!16s%2Fg%2F11t75d1780?hl=cs&entry=ttu"
"Dorty na svatbu",,"0","Staroměstské nám. 22","Staré Město",,"CZ","http://www.dortynasvatbu.cz/","+420 221 632 522","Cukrárna","https://www.google.com/maps/place/Dorty+na+svatbu/@50.0868368,14.4211099,17z/data=!3m1!4b1!4m6!3m5!1s0x470b94e94881f603:0xea5031aa94bcfe26!8m2!3d50.0868368!4d14.4211099!16s%2Fg%2F11bbt8qdtz?hl=cs&entry=ttu"
"Kavárna Šlágr","4.7","1151","Francouzská 72","Praha 10-Vinohrady",,"CZ","http://www.kavarnaslagr.cz/","+420 607 277 688","Kavárna / Čajovna","https://www.google.com/maps/place/Kav%C3%A1rna+%C5%A0l%C3%A1gr/@50.072,14.4456798,17z/data=!3m1!4b1!4m6!3m5!1s0x470b948143533f77:0xd1887da5e5ecde5d!8m2!3d50.072!4d14.4456798!16s%2Fg%2F1v6l66gq?hl=cs&entry=ttu"
"Trdelník Sweet Dreams","4.2","676","Celetná 565","Staré Město",,"CZ",,,"Francouzská cukrárna","https://www.google.com/maps/place/Trdeln%C3%ADk+Sweet+Dreams/@50.0871135,14.4247545,17z/data=!3m1!4b1!4m6!3m5!1s0x470b94ebbfeb5b37:0xa41c43bd01842f48!8m2!3d50.0871135!4d14.4247545!16s%2Fg%2F11ddwxs90j?hl=cs&entry=ttu"
"Libeřské lahůdky","4.4","671","Na Žertvách 107/8","Praha 8-Palmovka",,"CZ","http://www.liberskelahudky.cz/","+420 731 151 317","Lahůdky","https://www.google.com/maps/place/Libe%C5%99sk%C3%A9+lah%C5%AFdky/@50.1035081,14.4742995,17z/data=!3m1!4b1!4m6!3m5!1s0x470b93548f42260b:0xf8fc84055550a45f!8m2!3d50.1035081!4d14.4742995!16s%2Fg%2F1tr7bjbw?hl=cs&entry=ttu"
"Cukrárna Apricot","4.3","6","Veltruská 559/31","Praha 9-Prosek",,"CZ",,"+420 725 447 199","Prodej zmrzliny","https://www.google.com/maps/place/Cukr%C3%A1rna+Apricot/@50.1211009,14.4939464,17z/data=!3m1!4b1!4m6!3m5!1s0x470bed4ffe04a213:0xb8ad2df9a209a6!8m2!3d50.1211009!4d14.4939464!16s%2Fg%2F11kpmb8sdx?hl=cs&entry=ttu"
"Karlíkova továrna na dorty","4.5","41","Českomoravská 1308","Praha 9-Libeň",,"CZ","http://www.karlikovy-dorty.cz/","+420 728 379 380","Prodejna zákusků","https://www.google.com/maps/place/Karl%C3%ADkova+tov%C3%A1rna+na+dorty/@50.104176,14.4856889,17z/data=!3m1!4b1!4m6!3m5!1s0x470b934d3248aec3:0x1908014366b36f42!8m2!3d50.104176!4d14.4856889!16s%2Fg%2F1tfj1w_d?hl=cs&entry=ttu"
"Le Caveau Cukrárna, kavárna, čajovna","4.5","633","nám. J. z Poděbrad 9","Praha 3-Vinohrady",,"CZ","http://www.broz-d.cz/","+420 775 294 864","Kavárna / Čajovna","https://www.google.com/maps/place/Le+Caveau+Cukr%C3%A1rna,+kav%C3%A1rna,+%C4%8Dajovna/@50.0786484,14.449994,17z/data=!3m1!4b1!4m6!3m5!1s0x470b949cea1a85ef:0xd71e0b6894933784!8m2!3d50.0786484!4d14.449994!16s%2Fg%2F1q5bmk6p5?hl=cs&entry=ttu"
"Delice Café","4.7","387","Sokolovská 222/39","Karlín",,"CZ","http://www.delicecafe.cz/","+420 222 950 616","Kavárna","https://www.google.com/maps/place/Delice+Caf%C3%A9/@50.092425,14.4434033,17z/data=!3m1!4b1!4m6!3m5!1s0x470b94bc5dc8bb77:0xb118093100d9e84f!8m2!3d50.092425!4d14.4434033!16s%2Fg%2F11c6v92qc3?hl=cs&entry=ttu"
"Cukrářství čp.1","4.9","236","Čáslavská 1791/1","Vinohrady",,"CZ","https://www.cukrarstvicp1.cz/","+420 608 218 230","Cukrárna","https://www.google.com/maps/place/Cukr%C3%A1%C5%99stv%C3%AD+%C4%8Dp.1/@50.0756956,14.4602206,17z/data=!3m1!4b1!4m6!3m5!1s0x470b93ccd01e94f1:0xe5ec0d7352dc6717!8m2!3d50.0756956!4d14.4602206!16s%2Fg%2F11fhn3fv6v?hl=cs&entry=ttu"
"Zavalianis Sweet","4.8","74","Puškinovo nám. 691/16","Praha 6-Bubeneč",,"CZ","https://zavalianissweet.cz/","+420 724 304 059","Francouzská cukrárna","https://www.google.com/maps/place/Zavalianis+Sweet/@50.1028059,14.4020109,17z/data=!3m1!4b1!4m6!3m5!1s0x470b9565f9bfc445:0x50c2fa9fa0ac7e1a!8m2!3d50.1028059!4d14.4020109!16s%2Fg%2F11v0gmjdpq?hl=cs&entry=ttu"
"Kavárna - Cukrárna Elvíra","4.6","197","Kozí 858/13","Staré Město",,"CZ","http://elviracafe.com/","+420 721 600 502","Kavárna / Čajovna","https://www.google.com/maps/place/Kav%C3%A1rna+-+Cukr%C3%A1rna+Elv%C3%ADra/@50.0909425,14.4220795,17z/data=!3m1!4b1!4m6!3m5!1s0x470b9509d0f2e021:0xeaa6bfe73ad435e8!8m2!3d50.0909425!4d14.4220795!16s%2Fg%2F11h5qpmm2p?hl=cs&entry=ttu"
"Lahůdky a kavárna na faře","4.7","144","Křižíkova 7/57","Karlín",,"CZ","http://www.lahudkynafare.cz/","+420 725 930 748","Kavárna / Čajovna","https://www.google.com/maps/place/Lah%C5%AFdky+a+kav%C3%A1rna+na+fa%C5%99e/@50.0922534,14.4494862,17z/data=!3m1!4b1!4m6!3m5!1s0x470b94a3429d7a9f:0x3d31b97f1d232cc8!8m2!3d50.0922534!4d14.4494862!16s%2Fg%2F11bxc5t8cq?hl=cs&entry=ttu"
"Café Millème","4.5","258","Klimentská 2067/34","Petrská čtvrť",,"CZ","http://www.milleme.cz/","+420 775 096 621","Cukrárna","https://www.google.com/maps/place/Caf%C3%A9+Mill%C3%A8me/@50.0920398,14.4315258,17z/data=!3m1!4b1!4m6!3m5!1s0x470b94c06f6f17a5:0x51bb285aa8726376!8m2!3d50.0920398!4d14.4315258!16s%2Fg%2F11gfck3h3y?hl=cs&entry=ttu"
"Ovocný Světozor","4.4","1704","Dejvická 9","Praha 6",,"CZ","https://www.ovocnysvetozor.cz/","+420 774 444 845","Cukrárna","https://www.google.com/maps/place/Ovocn%C3%BD+Sv%C4%9Btozor/@50.0981751,14.3998908,17z/data=!3m1!4b1!4m6!3m5!1s0x470b95215dbadca7:0x76cd8f5ef75f1ced!8m2!3d50.0981751!4d14.3998908!16s%2Fg%2F11bc73cqd6?hl=cs&entry=ttu"
